Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
pkgload,D:/software/R/R-3.6.3/library,1.0.2,NA,NA,"desc, methods, pkgbuild, rlang, rprojroot, rstudioapi, utils,
withr",NA,"bitops, covr, Rcpp, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
PKI,D:/software/R/R-3.6.3/library,0.1-5.1,NA,"R (>= 2.9.0), base64enc",NA,NA,NA,gmp,GPL-2 | GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.0
PKPDmodels,D:/software/R/R-3.6.3/library,0.3.2,NA,R(>= 2.13.0),compiler,NA,lattice,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.6.3
plainview,D:/software/R/R-3.6.3/library,0.1.0,NA,"R (>= 2.10), methods","gdalUtils, htmltools, htmlwidgets, lattice, png, raster,
viridisLite",NA,shiny,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
plm,D:/software/R/R-3.6.3/library,2.2-3,NA,R (>= 3.1.0),"MASS, bdsmatrix, zoo, nlme, sandwich, lattice, lmtest, maxLik,
Rdpack, Formula, stats",NA,"AER, car, pcse, clusterSEs, clubSandwich, pglm, spdep, splm,
statmod, urca, Ecdat, pder, stargazer, texreg, foreign, knitr,
rmarkdown, bookdown",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
plot3D,D:/software/R/R-3.6.3/library,1.3,NA,R (>= 2.15),"misc3d, stats, graphics, grDevices, methods",NA,NA,NA,GPL (>= 3.0),NA,NA,NA,NA,no,3.6.3
plot3Drgl,D:/software/R/R-3.6.3/library,1.0.1,NA,"rgl, plot3D, R (>= 3.2.3)",grDevices,NA,NA,NA,GPL (>= 3.0),NA,NA,NA,NA,no,3.6.3
plotly,D:/software/R/R-3.6.3/library,4.9.2.1,NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr, jsonlite (>= 1.6), magrittr, digest,
viridisLite, base64enc, htmltools (>= 0.3.6), htmlwidgets (>=
1.3), tidyr, hexbin, RColorBrewer, dplyr, tibble, lazyeval (>=
0.2.0), rlang, crosstalk, purrr, data.table, promises",NA,"MASS, maps, ggthemes, GGally, testthat, knitr, devtools,
shiny (>= 1.1.0), shinytest (>= 1.3.0), curl, rmarkdown,
vdiffr, Cairo, broom, webshot, listviewer, dendextend, sf,
maptools, rgeos, png, IRdisplay, processx, plotlyGeoAssets,
forcats",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
plotlyGeoAssets,D:/software/R/R-3.6.3/library,0.0.2,NA,R (>= 2.10),NA,NA,"testthat, htmltools",plotly,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
plotmo,D:/software/R/R-3.6.3/library,3.5.6,NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotrix, TeachingDemos",NA,NA,"C50 (>= 0.1.0-24), earth (>= 5.1.0), gbm (>= 2.1.1), glmnet
(>= 2.0.5), glmnetUtils (>= 1.0.3), MASS (>= 7.3-45), mlr (>=
2.12.1), neuralnet (>= 1.33), partykit (>= 1.2-2), pre (>=
0.5.0), rpart (>= 4.1-10), rpart.plot (>= 2.1.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
plotrix,D:/software/R/R-3.6.3/library,3.7-7,NA,R (>= 3.5.0),"grDevices, graphics, stats, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
pls,D:/software/R/R-3.6.3/library,2.7-2,NA,R (>= 2.10),"grDevices, graphics, methods, stats",NA,"MASS, parallel, Rmpi, testthat, RUnit",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
plumber,D:/software/R/R-3.6.3/library,0.4.6,NA,R (>= 3.0.0),"R6 (>= 2.0.0), stringi (>= 0.3.0), jsonlite (>= 0.9.16),
httpuv (>= 1.2.3), crayon",NA,"testthat (>= 0.11.0), XML, rmarkdown, PKI, base64enc,
htmlwidgets, visNetwork, analogsea",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
plyr,D:/software/R/R-3.6.3/library,1.8.6,NA,R (>= 3.1.0),Rcpp (>= 0.11.0),Rcpp,"abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
PMCMR,D:/software/R/R-3.6.3/library,4.3,NA,"R (>= 3.0.0), stats, base",NA,NA,"multcompView, xtable, graphics",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
pmml,D:/software/R/R-3.6.3/library,2.3.0,NA,XML,"methods, stats, utils, stringr",NA,"ada, amap, arules, caret, clue, data.table, forecast, gbm,
glmnet, Matrix, neighbr, nnet, rpart, randomForestSRC (<=
2.5.0), randomForest, kernlab, e1071, testthat, survival,
xgboost, knitr, rmarkdown, covr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.3
png,D:/software/R/R-3.6.3/library,0.1-7,NA,R (>= 2.9.0),NA,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.0
poLCA,D:/software/R/R-3.6.3/library,1.4.1,NA,"scatterplot3d, MASS",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
polspline,D:/software/R/R-3.6.3/library,1.1.17,NA,NA,"stats, graphics",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
polyclip,D:/software/R/R-3.6.3/library,1.10-0,NA,R (>= 3.0.0),NA,NA,NA,NA,BSL,NA,NA,NA,NA,yes,3.6.0
polycor,D:/software/R/R-3.6.3/library,0.7-10,NA,R (>= 3.3.0),"stats, mvtnorm, Matrix",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
polynom,D:/software/R/R-3.6.3/library,1.4-0,NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
pool,D:/software/R/R-3.6.3/library,0.1.4.3,NA,"R (>= 3.0.0), methods","DBI, R6, dplyr, dbplyr, later",NA,"testthat, tibble, RSQLite, RMySQL",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
popEpi,D:/software/R/R-3.6.3/library,0.4.8,NA,R (>= 3.2.0),"Epi (>= 2.0), survival, data.table (>= 1.10.4)",NA,"reshape2, methods, testthat, knitr, rmarkdown, relsurv,
ggplot2, mstate, date, splines, roxygen2, covr",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
praznik,D:/software/R/R-3.6.3/library,8.0.0,NA,R (>= 2.10),NA,NA,testthat,NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
pre,D:/software/R/R-3.6.3/library,1.0.0,NA,R (>= 3.5.0),"earth, Formula, glmnet, graphics, methods, partykit (>=
1.2-0), rpart, stringr, survival, Matrix, MatrixModels",NA,"akima, datasets, doParallel, foreach, glmertree, grid,
mlbench, testthat, mboost",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
prefmod,D:/software/R/R-3.6.3/library,0.8-34,NA,"R (>= 3.0.0), stats, graphics, gnm (>= 1.0-0), colorspace","grDevices, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
prettycode,D:/software/R/R-3.6.3/library,1.1.0,NA,NA,"crayon, utils",NA,"covr, mockery, rstudioapi, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
prettydoc,D:/software/R/R-3.6.3/library,0.3.1,NA,NA,rmarkdown (>= 1.17),NA,"knitr, KernSmooth",NA,Apache License (>= 2.0),NA,NA,NA,NA,no,3.6.3
prettyGraphs,D:/software/R/R-3.6.3/library,2.1.6,NA,NA,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.0
prettyunits,D:/software/R/R-3.6.3/library,1.1.1,NA,NA,NA,NA,"codetools, covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
pROC,D:/software/R/R-3.6.3/library,1.16.2,NA,R (>= 2.14),"methods, plyr, Rcpp (>= 0.11.1)",Rcpp,"microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.3
processx,D:/software/R/R-3.6.3/library,3.4.2,NA,NA,"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.2.0), codetools, covr, crayon, curl, debugme,
parallel, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
prodlim,D:/software/R/R-3.6.3/library,2019.11.13,NA,R (>= 2.9.0),"Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava",Rcpp,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
profileModel,D:/software/R/R-3.6.3/library,0.6.0,NA,R (>= 2.6.0),NA,NA,"MASS, gnm",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
profvis,D:/software/R/R-3.6.3/library,0.3.6,NA,R (>= 3.0),"htmlwidgets (>= 0.3.2), stringr",NA,"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.3
progress,D:/software/R/R-3.6.3/library,1.2.2,NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
progressr,D:/software/R/R-3.6.3/library,0.4.0,NA,NA,"digest, utils",NA,"graphics, tcltk, beepr, pbmcapply, progress, purrr, foreach,
plyr, doFuture, future (>= 1.16.0), future.apply, furrr, shiny,
commonmark, tools",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
promises,D:/software/R/R-3.6.3/library,1.1.0,NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
protolite,D:/software/R/R-3.6.3/library,2.1,NA,NA,"Rcpp (>= 0.12.12), jsonlite",Rcpp,"spelling, curl, testthat, RProtoBuf, sf",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
proxy,D:/software/R/R-3.6.3/library,0.4-23,NA,R (>= 3.4.0),"stats, utils",NA,cba,NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
proxyC,D:/software/R/R-3.6.3/library,0.1.5,NA,"R (>= 3.1.0), methods","Matrix (>= 1.2), Rcpp (>= 0.12.12), RcppParallel","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","testthat, proxy",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
pryr,D:/software/R/R-3.6.3/library,0.1.4,NA,R (>= 3.1.0),"stringr, codetools, methods, Rcpp (>= 0.11.0)",Rcpp,testthat (>= 0.8.0),NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
ps,D:/software/R/R-3.6.3/library,1.3.2,NA,R (>= 3.1),utils,NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.3
pscl,D:/software/R/R-3.6.3/library,1.5.5,NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
pso,D:/software/R/R-3.6.3/library,1.0.3,NA,"R (>= 2.10.0), methods",NA,NA,numDeriv,NA,LGPL-3,NA,NA,NA,NA,NA,3.6.0
psych,D:/software/R/R-3.6.3/library,1.9.12.31,NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",NA,"psychTools, GPArotation, lavaan, sem, lme4,Rcsdp, graph,
Rgraphviz",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
psychotools,D:/software/R/R-3.6.3/library,0.5-1,NA,R (>= 2.10.0),"graphics, grDevices, stats, utils",NA,"Formula, likert, mirt, multcomp, sandwich",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
psychotree,D:/software/R/R-3.6.3/library,0.15-3,NA,"R (>= 2.15.0), partykit (>= 0.8-4), psychotools (>= 0.4-0)","graphics, grDevices, grid, stats, Formula",NA,"colorspace, strucchange",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
psychTools,D:/software/R/R-3.6.3/library,1.9.12,NA,R(>= 2.10),"foreign,psych",NA,"parallel, GPArotation, lavaan",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
purrr,D:/software/R/R-3.6.3/library,0.3.3,NA,R (>= 3.2),"magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.3
purrrlyr,D:/software/R/R-3.6.3/library,0.0.5,NA,NA,"magrittr (>= 1.5), dplyr (>= 0.8.0), purrr (>= 0.2.2), Rcpp","Rcpp, BH","testthat, covr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.3
pvclust,D:/software/R/R-3.6.3/library,2.2-0,NA,R (>= 2.10.0),NA,NA,"MASS, parallel",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
pwr,D:/software/R/R-3.6.3/library,1.3-0,NA,NA,"stats, graphics",NA,"ggplot2, scales, knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
qpdf,D:/software/R/R-3.6.3/library,1.1,NA,NA,"Rcpp, askpass, curl",Rcpp,testthat,NA,Apache License 2.0,NA,NA,NA,NA,yes,3.6.3
qrng,D:/software/R/R-3.6.3/library,0.0-7,NA,R (>= 3.0.0),"methods, randtoolbox, utils, copula",NA,,,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
quadprog,D:/software/R/R-3.6.3/library,1.5-8,NA,R (>= 3.1.0),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
quanteda,D:/software/R/R-3.6.3/library,2.0.1,NA,"R (>= 3.1.0), methods","data.table (>= 1.9.6), extrafont, fastmatch, ggplot2 (>=
2.2.0), ggrepel, jsonlite, magrittr, Matrix (>= 1.2), network,
Rcpp (>= 0.12.12), RcppParallel, sna, SnowballC, stopwords,
stringi, xml2, yaml, proxyC (>= 0.1.4)","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","dplyr, DT, e1071, entropy, ExPosition, lda, lsa, proxy,
purrr, quanteda.textmodels, RColorBrewer, rmarkdown, slam,
spacyr, spelling, stm, svs, testthat, text2vec, tibble,
tidytext, tm (>= 0.6), tokenizers, topicmodels, xtable, knitr,
igraph, wordcloud",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
quanteda.textmodels,D:/software/R/R-3.6.3/library,0.9.1,NA,"R (>= 3.1.0), methods","ggplot2, LiblineaR, Matrix (>= 1.2), quanteda (>= 2.0),
RSpectra, Rcpp (>= 0.12.12), RcppParallel, RSSL, SparseM,
stringi","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0), quanteda","ca, covr, fastNaiveBayes, knitr, lsa, microbenchmark,
naivebayes, spelling, RColorBrewer, testthat, rmarkdown",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
quantmod,D:/software/R/R-3.6.3/library,0.4.17,NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods",curl,NA,"DBI,RMySQL,RSQLite,timeSeries,XML,downloader,jsonlite(>= 1.1)",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
quantreg,D:/software/R/R-3.6.3/library,5.55,NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
QUIC,D:/software/R/R-3.6.3/library,1.1,NA,R (>= 2.10),NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,NA,3.6.0
qvcalc,D:/software/R/R-3.6.3/library,1.0.2,NA,NA,NA,NA,"relimp, MASS","psychotools, survival",GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
R.devices,D:/software/R/R-3.6.3/library,2.16.1,NA,R (>= 2.14.0),"grDevices, R.methodsS3 (>= 1.7.1), R.oo (>= 1.21.0), R.utils
(>= 2.6.0), base64enc (>= 0.1-2)",NA,"digest (>= 0.6.13), Cairo (>= 1.5-9), R.rsp",NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.3
R.matlab,D:/software/R/R-3.6.3/library,3.6.2,NA,R (>= 2.14.0),"methods, utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.21.0),
R.utils (>= 2.5.0)",NA,"Matrix, SparseM",NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.3
R.methodsS3,D:/software/R/R-3.6.3/library,1.8.0,NA,R (>= 2.13.0),utils,NA,codetools,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.2
R.oo,D:/software/R/R-3.6.3/library,1.23.0,NA,"R (>= 2.13.0), R.methodsS3 (>= 1.7.1)","methods, utils",NA,tools,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.2
R.rsp,D:/software/R/R-3.6.3/library,0.43.2,NA,R (>= 2.14.0),"methods, stats, tools, utils, R.methodsS3 (>= 1.7.1), R.oo (>=
1.22.0), R.utils, R.cache (>= 0.13.0), digest (>= 0.6.13)",NA,"tcltk, markdown (>= 0.8), knitr (>= 1.9), R.devices (>=
2.15.1), base64enc (>= 0.1-2)",NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.3
R.utils,D:/software/R/R-3.6.3/library,2.9.2,NA,"R (>= 2.14.0), R.oo (>= 1.23.0)","methods, utils, tools, R.methodsS3 (>= 1.7.1)",NA,digest (>= 0.6.10),NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.3
R2BayesX,D:/software/R/R-3.6.3/library,1.1-1,NA,"R (>= 2.13.0), BayesXsrc, colorspace, mgcv",methods,NA,"akima, coda, maps, maptools, MBA, parallel, shapefiles, sp,
spdep, splines, rgdal, spData",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
R2jags,D:/software/R/R-3.6.3/library,0.5-7,NA,"R (>= 2.14.0), rjags (>= 3-3)","abind, coda (>= 0.13), graphics, grDevices, methods,
R2WinBUGS, parallel, stats, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
R2OpenBUGS,D:/software/R/R-3.6.3/library,3.2-3.2.1,NA,R (>= 2.13.0),"coda (>= 0.11-0), boot",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.3
R2wd,D:/software/R/R-3.6.3/library,1.5,NA,R (>= 2.10.0),NA,NA,"rcom, RDCOMClient",NA,GPL-2,NA,NA,windows,NA,NA,3.6.0
R2WinBUGS,D:/software/R/R-3.6.3/library,2.1-21,NA,"R (>= 2.13.0), coda (>= 0.11-0), boot","utils, stats, graphics",NA,BRugs (>= 0.3-2),NA,GPL-2,NA,NA,NA,NA,no,3.6.3
R6,D:/software/R/R-3.6.3/library,2.4.1,NA,R (>= 3.0),NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
rafalib,D:/software/R/R-3.6.3/library,1.0.0,NA,NA,RColorBrewer,NA,NA,NA,Artistic-2.0,NA,NA,NA,NA,no,3.6.0
ragg,D:/software/R/R-3.6.3/library,0.1.5,NA,NA,systemfonts,NA,,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
ramcmc,D:/software/R/R-3.6.3/library,0.1.0-1,NA,NA,Rcpp (>= 0.12.8),"Rcpp, RcppArmadillo","testthat, knitr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
RandomFields,D:/software/R/R-3.6.3/library,3.3.8,NA,"R (>= 3.5.0), sp, RandomFieldsUtils (>= 0.5.1)","graphics, methods, grDevices, stats, utils",RandomFieldsUtils,"colorspace, RColorBrewer, mvtnorm, raster, tcltk2, tcltk,
tkrplot, spam, tools, minqa, soma, optimx, nloptr, pso, GenSA",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.3
RandomFieldsUtils,D:/software/R/R-3.6.3/library,0.5.3,NA,R (>= 3.0),"utils, methods",NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.0
randomForest,D:/software/R/R-3.6.3/library,4.6-14,NA,"R (>= 3.2.2), stats",NA,NA,"RColorBrewer, MASS",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
randomForestSRC,D:/software/R/R-3.6.3/library,2.9.3,NA,"R (>= 3.5.0),",parallel,NA,"survival, pec, prodlim, mlbench, akima, caret, imbalance",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.3
randtoolbox,D:/software/R/R-3.6.3/library,1.30.1,NA,rngWELL (>= 0.10-1),NA,NA,NA,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.2
ranger,D:/software/R/R-3.6.3/library,0.12.1,NA,R (>= 3.1),"Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
RankAggreg,D:/software/R/R-3.6.3/library,0.6.5,NA,R (>= 2.12.0),gtools,NA,"xtable, kohonen, mclust, clValid",NA,LGPL,NA,NA,NA,NA,yes,3.6.3
RANN,D:/software/R/R-3.6.3/library,2.6.1,NA,NA,NA,NA,testthat,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.3
rapidjsonr,D:/software/R/R-3.6.3/library,1.2.0,NA,NA,NA,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
rappdirs,D:/software/R/R-3.6.3/library,0.3.1,NA,"R (>= 2.14), methods",NA,NA,"testthat, roxygen2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
raster,D:/software/R/R-3.6.3/library,3.0-12,NA,"sp (>= 1.2-0), R (>= 3.0.0)","Rcpp, methods",Rcpp,"rgdal (>= 0.9-1), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf, testthat",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.3
rasterVis,D:/software/R/R-3.6.3/library,0.47,NA,"R (>= 2.14.0), methods, raster (>= 2.0-12), lattice,
latticeExtra","stats, utils, parallel, grid, grDevices, RColorBrewer, hexbin,
sp (>= 1.0-6), zoo, viridisLite",NA,"rgl, ggplot2, colorspace, dichromat, sf",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
rbenchmark,D:/software/R/R-3.6.3/library,1.0.0,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.6.0
Rborist,D:/software/R/R-3.6.3/library,0.2-3,NA,R(>= 3.3),"Rcpp (>= 0.12.2), data.table (>= 1.9.8), digest",Rcpp,"testthat, knitr, rmarkdown",NA,MPL (>= 2) | GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.3
rcartocolor,D:/software/R/R-3.6.3/library,2.0.0,NA,R (>= 3.4),"ggplot2, scales",NA,"covr, MASS, testthat, vdiffr, sf, spData",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
Rcmdr,D:/software/R/R-3.6.3/library,2.6-2,NA,"R (>= 3.5.0), grDevices, graphics, methods, stats, utils,
splines, RcmdrMisc (>= 2.5-0), car (>= 3.0-1), effects (>=
4.0-3)","tcltk, tcltk2 (>= 1.2-6), abind, relimp (>= 1.0-5), lme4",NA,"aplpack, boot, colorspace, e1071, foreign, grid, Hmisc,
knitr, lattice, leaps, lmtest, markdown, MASS, mgcv, multcomp
(>= 0.991-2), nlme, nnet, nortest, readxl, rgl (>= 0.96.0),
rmarkdown (>= 0.9.5), sem (>= 2.1-1)",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
RcmdrMisc,D:/software/R/R-3.6.3/library,2.7-0,NA,"R (>= 3.5.0), utils, car (>= 3.0-0), sandwich","abind, colorspace, Hmisc (>= 4.1-0), MASS, e1071, foreign,
haven, readstata13, readxl, graphics, grDevices, stats, nortest",NA,"boot, datasets",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
RColorBrewer,D:/software/R/R-3.6.3/library,1.1-2,NA,R (>= 2.0.0),NA,NA,NA,NA,Apache License 2.0,NA,NA,NA,NA,no,3.6.0
Rcpp,D:/software/R/R-3.6.3/library,1.0.4.6,NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
RcppArmadillo,D:/software/R/R-3.6.3/library,0.9.850.1.0,NA,R (>= 3.3.0),"Rcpp (>= 0.11.0), stats, utils, methods",Rcpp,"tinytest, Matrix, pkgKitten, reticulate, rmarkdown, knitr,
pinp, slam",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
RcppEigen,D:/software/R/R-3.6.3/library,0.3.3.7.0,NA,R (>= 2.15.1),"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils",Rcpp,"inline, tinytest, pkgKitten, microbenchmark",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.3
RcppParallel,D:/software/R/R-3.6.3/library,5.0.0,NA,R (>= 3.0.2),NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
RcppRoll,D:/software/R/R-3.6.3/library,0.3.0,NA,R (>= 2.15.1),Rcpp,Rcpp,"zoo, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
RcppZiggurat,D:/software/R/R-3.6.3/library,0.1.5,NA,R (>= 3.0.0),"Rcpp, parallel, graphics, stats, utils","Rcpp, RcppGSL","rbenchmark, microbenchmark, lattice, knitr, rmarkdown, pinp",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
Rcsdp,D:/software/R/R-3.6.3/library,0.1.57.1,NA,NA,methods,NA,NA,Matrix,CPL-1.0,NA,NA,NA,NA,yes,3.6.3
RCurl,D:/software/R/R-3.6.3/library,1.98-1.1,NA,"R (>= 3.4.0), methods",bitops,NA,XML,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.2
reactlog,D:/software/R/R-3.6.3/library,1.0.0,NA,R (>= 3.0.2),jsonlite (>= 0.9.16),NA,"shiny, knitr, rmarkdown, htmltools",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
readr,D:/software/R/R-3.6.3/library,1.3.1,NA,R (>= 3.1),"Rcpp (>= 0.12.0.5), tibble, hms (>= 0.4.1), R6, clipr, crayon,
methods","Rcpp, BH","curl, testthat, knitr, rmarkdown, stringi, covr, spelling",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.3
readxl,D:/software/R/R-3.6.3/library,1.3.1,NA,NA,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils","progress, Rcpp","covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
